sample1
ace	17.300589040280833
berger_parker_d	0.38028169014084506
brillouin_d	1.9799286629492434
chao1	17.0
dominance	0.1915294584407856
doubles	3
enspie	5.221128948731226
esty_ci	(-0.029457522445772415, 0.043542029488025935)
fisher_alpha	5.039408203770045
gini_index	0.6109993293091884
goods_coverage	0.9929577464788732
heip_e	0.47963661716419836
kempton_taylor_q	9.822210011435622
lladser_pe	0.10380059234695932
margalef	3.22852266917974
mcintosh_d	0.61387440904667
mcintosh_e	0.49296587471857534
menhinick	1.4266083091043715
michaelis_menten_fit	20.948889432030317
pielou_e	0.7468406607354126
robbins	0.007042253521126761
shannon	3.280361246187754
simpson	0.8084705415592144
simpson_e	0.3071252322783074
singles	1
strong	0.47141673570836784
